points,longitude,latitude
1,-157.83,21.2785
2,-157.857,21.4635
3,-157.793,21.4103
4,-157.793,21.4103
5,-157.811,21.3189
6,-157.7281559,21.3893172
7,-157.7281559,21.3893172
8,-157.836,21.4572
9,-157.7281559,21.3893172
10,-157.7281559,21.3893172
11,-158.005,21.4006
12,-157.726,21.3918
13,-157.728,21.3892
14,-157.852,21.4659
15,-157.853,21.4629
16,-157.731156,21.3949168
17,-157.852,21.4659
18,-157.729,21.3782
19,-80.096558,26.675739
20,-79.23333,21.51667
24,-80.518466,25.528036
25,-80.276628,25.688138
26,-80.263721,26.083801
27,-82.5001,28.7505
33,-82.83,21.66
34,-119.663056,34.419444
35,-119.663056,34.419444
48,-80.5833,22.0833
49,-80.5833,22.0833
52,-77.28802,19.95149
53,-79.99139,21.75944
56,-75.71861,20.9625
85,-82.4672,23.0469
86,-80.2741,25.7248
87,-80.2741,25.7248
88,-80.2741,25.7248
89,-82.3667,23.1333
90,-80.3484,25.7076
91,-80.35666,25.59819
92,-80.2622,25.7485
93,-80.2622,25.7485
94,-80.2622,25.7485
95,-80.2622,25.7485
96,-80.2622,25.7485
97,-79.41667,21.61667
98,-79.41667,21.61667
113,-80.4403,22.1444
114,-80.4403,22.1444
115,-79.411697,21.737122
116,-79.411697,21.737122
117,-79.411697,21.737122
118,-80.2848,26.6851
119,-80.2622,25.7485
120,-79.072567,22.227733
121,-79.072567,22.227733
122,-79.072567,22.227733
123,-77.869516,21.337566
124,-80.36561,25.74137
125,-77.869516,21.337566
126,-80.36561,25.74137
127,-80.36435,25.70101
128,-80.57696,22.07974
129,-80.36435,25.70101
130,-80.36435,25.70101
131,-80.36435,25.70101
132,-80.36435,25.70101
133,-78.00345,21.38333
134,-78.00345,21.38333
135,-78.00345,21.38333
136,-75.7186,20.9625
137,-75.7186,20.9625
138,-75.7186,20.9625
139,-80.2622,25.7485
140,-83.7167,22.6667
141,-80.4667,22.4667
142,-77.7858,21.5994
143,-80.4667,22.4667
144,-82.4992,22.8911
145,-80.4667,22.4667
146,-80.4667,22.4667
147,-80,22.666667
148,-80,22.666667
149,-82.8333,21.6667
150,-82.3667,23.1333
151,-82.3667,23.1333
152,-82.3667,23.1333
153,-75.2061,20.1453
154,-81.8561,22.9114
155,-157.76736,21.39664
156,-157.76736,21.39664
157,-38.51667,-12.98333
158,-79.335205,21.989813
159,-80.2622,25.7485
160,-80.745556,22.588611
161,-80.2622,25.7485
162,-80.2622,25.7485
163,-80.2622,25.7485
164,-80.262619,25.748459
165,-80.26066,25.75019
166,-80.282348,25.734211
167,-80.280975,25.723009
168,-80.36435,25.70101
169,-80.36435,25.70101
170,-80.583333,22.847967
171,-78.00345,21.38333
172,-77.7858,21.5994
173,-78.10568,21.28754
175,-80.36561,25.74137
176,-80.2741,25.7248
177,-80.282348,25.734211
178,-80.36435,25.70101
286,-81.830589,26.620079
287,-80.405145,25.602962
288,-80.321732,25.604821
289,-80.348703,25.879667
290,-80.46756,25.670908
291,-80.321669,25.604719
292,-62.8319,17.90436
293,-80.343082,25.717393
294,-80.320986,25.94735
295,-81.770425,26.228461
296,-80.347971,25.880092
297,-80.348264,25.879963
298,-80.129197,26.322863
299,-81.773969,26.106841
300,-80.321138,25.605322
301,-80.375286,25.758398
302,-80.227447,25.628793
303,-81.1972,22.2897
304,-81.2043,22.2819
305,-81.1972,22.2897
306,-81.85,23.15
307,-81.2043,22.2819
308,-80.348212,25.879945
309,-80.34831,25.879977
310,-80.185024,26.228978
311,-80.321202,25.947357
312,-80.343474,25.718396
313,-80.342967,25.717407
314,-80.1743,26.240806
315,-80.347983,25.880045
316,-80.316666,25.745277
317,-80.397688,25.605883
318,-80.347086,25.742603
319,-80.071008,26.833521
320,-80.145224,26.085084
321,-81.219965,28.473309
322,-80.303401,25.61779
323,-80.442844,25.61237
324,-80.276287,25.937686
325,-81.343453,28.597147
326,-82.1577,26.463974
327,-80.3052,26.108621
328,-81.788863,26.143125
329,-82.1178,26.536682
330,-82.017071,26.476936
331,-80.197025,25.758039
332,-80.275692,25.750539
333,-80.197225,25.758017
334,-80.121283,26.516903
335,-80.428843,25.70655
336,-80.267722,25.67232
337,-80.369963,25.693158
338,-80.280188,25.717628
339,-80.319962,26.720369
341,-80.368912,25.69197
342,-80.275851,25.677736
343,-80.275676,25.677062
344,-80.275646,25.677007
345,-80.275612,25.676987
346,-80.084586,26.806447
347,-80.406383,25.127965
348,-80.275617,25.676926
349,-81.77443,26.465528
350,-80.275555,25.677063
351,-81.808892,26.56483
352,-80.30787,25.614178
353,-80.244982,26.112822
354,-80.343011,25.625663
355,-80.398845,25.612547
356,-80.373141,25.758871
357,-80.206165,25.832223
358,-80.144724,26.478262
359,-81.377569,24.69649
360,-80.381346,25.847113
361,-80.236352,26.612543
362,-80.346839,25.626276
363,-80.142658,26.473959
368,-80.148823,25.970809
369,-80.129423,25.856871
370,-80.369082,25.605432
371,-80.33159,25.817247
372,-80.1452,27.107936
373,-81.462517,28.403937
374,-81.594221,28.351704
375,-80.371795,25.674258
376,-82.1437,26.671442
377,-80.142075,26.34805
378,-81.5922,28.355942
379,-80.306228,25.619987
380,-80.100455,26.370513
381,-80.176553,26.535192
382,-80.345261,25.713104
383,-80.187916,25.783145
384,-80.139259,26.378281
385,-80.09769,26.893014
386,-80.325067,25.732753
387,-80.371323,25.693756
388,-80.219593,26.101641
389,-80.500533,25.403808
390,-76.220185,20.860487
391,-80.183324,26.107579
392,-80.219599,26.101622
393,-80.426064,25.474988
